[DEBUG] <2019-08-22 18:53:41,041> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@625459376 wrapping com.mysql.cj.jdbc.ConnectionImpl@75882021] will not be managed by Spring
[DEBUG] <2019-08-22 18:53:41,041> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, context_id, monitor_port, `name`, code, create_time, modify_time, startup_time, flume_home, process_pid, profile_name, agent_name, server_ip, remark, runState, server_port, flume_config_type from t_flume_config WHERE ( runState = ? ) 
[DEBUG] <2019-08-22 18:53:41,041> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 1(Integer)
[DEBUG] <2019-08-22 18:53:41,041> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:53:41,041> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@4ce7cd4c]
[DEBUG] <2019-08-22 18:53:41,041> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:53:42,042> at [com.zaxxer.hikari.pool.HikariPool.logPoolState] | click goto-> (HikariPool.java:411) - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
[DEBUG] <2019-08-22 18:53:51,051> at [com.zaxxer.hikari.pool.HikariPool.logPoolState] | click goto-> (HikariPool.java:411) - HikariPool-2 - Before cleanup stats (total=5, active=0, idle=5, waiting=0)
[DEBUG] <2019-08-22 18:53:51,051> at [com.zaxxer.hikari.pool.HikariPool.logPoolState] | click goto-> (HikariPool.java:411) - HikariPool-2 - After cleanup  stats (total=5, active=0, idle=5, waiting=0)
[DEBUG] <2019-08-22 18:53:52,052> at [org.springframework.web.filter.RequestContextFilter.initContextHolders] | click goto-> (RequestContextFilter.java:114) - Bound request context to thread: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:53:52,052> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:53:52,052> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@13807468] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:53:52,052> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:53:52,052> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@2068594127 wrapping com.mysql.cj.jdbc.ConnectionImpl@75882021] will not be managed by Spring
[DEBUG] <2019-08-22 18:53:52,052> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, context_id, monitor_port, `name`, code, create_time, modify_time, startup_time, flume_home, process_pid, profile_name, agent_name, server_ip, remark, runState, server_port, flume_config_type from t_flume_config WHERE ( server_ip = ? and runState = ? ) 
[DEBUG] <2019-08-22 18:53:52,052> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 192.168.15.60(String), 1(Integer)
[DEBUG] <2019-08-22 18:53:52,052> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:53:52,052> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@13807468]
[DEBUG] <2019-08-22 18:53:52,052> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:53:52,052> at [org.springframework.web.filter.RequestContextFilter.doFilterInternal] | click goto-> (RequestContextFilter.java:104) - Cleared thread-bound request context: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:53:52,052> at [org.springframework.web.filter.RequestContextFilter.initContextHolders] | click goto-> (RequestContextFilter.java:114) - Bound request context to thread: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:53:52,052> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:53:52,052> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@b901fbf] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:53:52,052> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:53:52,052> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@1876252377 wrapping com.mysql.cj.jdbc.ConnectionImpl@75882021] will not be managed by Spring
[DEBUG] <2019-08-22 18:53:52,052> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, id, `name`, code, create_time, modify_time, startup_time, json_file_name, pythonscript__file_name, server_ip, server_port, runState, remark, datax_home, process_pid, python_switch, json_switch from t_datax_config WHERE ( server_ip = ? and runState = ? ) 
[DEBUG] <2019-08-22 18:53:52,052> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 192.168.15.60(String), 1(Integer)
[DEBUG] <2019-08-22 18:53:52,052> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:53:52,052> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@b901fbf]
[DEBUG] <2019-08-22 18:53:52,052> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:53:52,052> at [org.springframework.web.filter.RequestContextFilter.doFilterInternal] | click goto-> (RequestContextFilter.java:104) - Cleared thread-bound request context: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:54:11,011> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:54:11,011> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@2f4422a1] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:54:11,011> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:54:11,011> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@1572538280 wrapping com.mysql.cj.jdbc.ConnectionImpl@75882021] will not be managed by Spring
[DEBUG] <2019-08-22 18:54:11,011> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, context_id, monitor_port, `name`, code, create_time, modify_time, startup_time, flume_home, process_pid, profile_name, agent_name, server_ip, remark, runState, server_port, flume_config_type from t_flume_config WHERE ( runState = ? ) 
[DEBUG] <2019-08-22 18:54:11,011> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 1(Integer)
[DEBUG] <2019-08-22 18:54:11,011> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:54:11,011> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@2f4422a1]
[DEBUG] <2019-08-22 18:54:11,011> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:54:12,012> at [com.zaxxer.hikari.pool.HikariPool.logPoolState] | click goto-> (HikariPool.java:411) - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
[DEBUG] <2019-08-22 18:54:21,021> at [com.zaxxer.hikari.pool.HikariPool.logPoolState] | click goto-> (HikariPool.java:411) - HikariPool-2 - Before cleanup stats (total=5, active=0, idle=5, waiting=0)
[DEBUG] <2019-08-22 18:54:21,021> at [com.zaxxer.hikari.pool.HikariPool.logPoolState] | click goto-> (HikariPool.java:411) - HikariPool-2 - After cleanup  stats (total=5, active=0, idle=5, waiting=0)
[DEBUG] <2019-08-22 18:54:22,022> at [org.springframework.web.filter.RequestContextFilter.initContextHolders] | click goto-> (RequestContextFilter.java:114) - Bound request context to thread: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:54:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:54:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@5fd68e60] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:54:22,022> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:54:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@400953731 wrapping com.mysql.cj.jdbc.ConnectionImpl@75882021] will not be managed by Spring
[DEBUG] <2019-08-22 18:54:22,022> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, context_id, monitor_port, `name`, code, create_time, modify_time, startup_time, flume_home, process_pid, profile_name, agent_name, server_ip, remark, runState, server_port, flume_config_type from t_flume_config WHERE ( server_ip = ? and runState = ? ) 
[DEBUG] <2019-08-22 18:54:22,022> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 192.168.15.60(String), 1(Integer)
[DEBUG] <2019-08-22 18:54:22,022> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:54:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@5fd68e60]
[DEBUG] <2019-08-22 18:54:22,022> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:54:22,022> at [org.springframework.web.filter.RequestContextFilter.doFilterInternal] | click goto-> (RequestContextFilter.java:104) - Cleared thread-bound request context: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:54:22,022> at [org.springframework.web.filter.RequestContextFilter.initContextHolders] | click goto-> (RequestContextFilter.java:114) - Bound request context to thread: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:54:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:54:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@5d721237] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:54:22,022> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:54:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@1190254389 wrapping com.mysql.cj.jdbc.ConnectionImpl@75882021] will not be managed by Spring
[DEBUG] <2019-08-22 18:54:22,022> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, id, `name`, code, create_time, modify_time, startup_time, json_file_name, pythonscript__file_name, server_ip, server_port, runState, remark, datax_home, process_pid, python_switch, json_switch from t_datax_config WHERE ( server_ip = ? and runState = ? ) 
[DEBUG] <2019-08-22 18:54:22,022> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 192.168.15.60(String), 1(Integer)
[DEBUG] <2019-08-22 18:54:22,022> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:54:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@5d721237]
[DEBUG] <2019-08-22 18:54:22,022> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:54:22,022> at [org.springframework.web.filter.RequestContextFilter.doFilterInternal] | click goto-> (RequestContextFilter.java:104) - Cleared thread-bound request context: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:54:41,041> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:54:41,041> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@2aa42fb6] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:54:41,041> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:54:41,041> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@620446057 wrapping com.mysql.cj.jdbc.ConnectionImpl@75882021] will not be managed by Spring
[DEBUG] <2019-08-22 18:54:41,041> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, context_id, monitor_port, `name`, code, create_time, modify_time, startup_time, flume_home, process_pid, profile_name, agent_name, server_ip, remark, runState, server_port, flume_config_type from t_flume_config WHERE ( runState = ? ) 
[DEBUG] <2019-08-22 18:54:41,041> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 1(Integer)
[DEBUG] <2019-08-22 18:54:41,041> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:54:41,041> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@2aa42fb6]
[DEBUG] <2019-08-22 18:54:41,041> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:54:42,042> at [com.zaxxer.hikari.pool.HikariPool.logPoolState] | click goto-> (HikariPool.java:411) - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
[DEBUG] <2019-08-22 18:54:51,051> at [com.zaxxer.hikari.pool.HikariPool.logPoolState] | click goto-> (HikariPool.java:411) - HikariPool-2 - Before cleanup stats (total=5, active=0, idle=5, waiting=0)
[DEBUG] <2019-08-22 18:54:51,051> at [com.zaxxer.hikari.pool.HikariPool.logPoolState] | click goto-> (HikariPool.java:411) - HikariPool-2 - After cleanup  stats (total=5, active=0, idle=5, waiting=0)
[DEBUG] <2019-08-22 18:54:52,052> at [org.springframework.web.filter.RequestContextFilter.initContextHolders] | click goto-> (RequestContextFilter.java:114) - Bound request context to thread: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:54:52,052> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:54:52,052> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@14680620] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:54:52,052> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:54:52,052> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@966936359 wrapping com.mysql.cj.jdbc.ConnectionImpl@75882021] will not be managed by Spring
[DEBUG] <2019-08-22 18:54:52,052> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, context_id, monitor_port, `name`, code, create_time, modify_time, startup_time, flume_home, process_pid, profile_name, agent_name, server_ip, remark, runState, server_port, flume_config_type from t_flume_config WHERE ( server_ip = ? and runState = ? ) 
[DEBUG] <2019-08-22 18:54:52,052> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 192.168.15.60(String), 1(Integer)
[DEBUG] <2019-08-22 18:54:52,052> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:54:52,052> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@14680620]
[DEBUG] <2019-08-22 18:54:52,052> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:54:52,052> at [org.springframework.web.filter.RequestContextFilter.doFilterInternal] | click goto-> (RequestContextFilter.java:104) - Cleared thread-bound request context: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:54:52,052> at [org.springframework.web.filter.RequestContextFilter.initContextHolders] | click goto-> (RequestContextFilter.java:114) - Bound request context to thread: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:54:52,052> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:54:52,052> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@4f9da4e3] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:54:52,052> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:54:52,052> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@100529868 wrapping com.mysql.cj.jdbc.ConnectionImpl@75882021] will not be managed by Spring
[DEBUG] <2019-08-22 18:54:52,052> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, id, `name`, code, create_time, modify_time, startup_time, json_file_name, pythonscript__file_name, server_ip, server_port, runState, remark, datax_home, process_pid, python_switch, json_switch from t_datax_config WHERE ( server_ip = ? and runState = ? ) 
[DEBUG] <2019-08-22 18:54:52,052> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 192.168.15.60(String), 1(Integer)
[DEBUG] <2019-08-22 18:54:52,052> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:54:52,052> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@4f9da4e3]
[DEBUG] <2019-08-22 18:54:52,052> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:54:52,052> at [org.springframework.web.filter.RequestContextFilter.doFilterInternal] | click goto-> (RequestContextFilter.java:104) - Cleared thread-bound request context: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:55:11,011> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:55:11,011> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@773bf3bf] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:55:11,011> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:55:11,011> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@2087299953 wrapping com.mysql.cj.jdbc.ConnectionImpl@75882021] will not be managed by Spring
[DEBUG] <2019-08-22 18:55:11,011> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, context_id, monitor_port, `name`, code, create_time, modify_time, startup_time, flume_home, process_pid, profile_name, agent_name, server_ip, remark, runState, server_port, flume_config_type from t_flume_config WHERE ( runState = ? ) 
[DEBUG] <2019-08-22 18:55:11,011> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 1(Integer)
[DEBUG] <2019-08-22 18:55:11,011> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:55:11,011> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@773bf3bf]
[DEBUG] <2019-08-22 18:55:11,011> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:55:12,012> at [com.zaxxer.hikari.pool.HikariPool.logPoolState] | click goto-> (HikariPool.java:411) - HikariPool-1 - Pool stats (total=10, active=0, idle=10, waiting=0)
[DEBUG] <2019-08-22 18:55:21,021> at [com.zaxxer.hikari.pool.HikariPool.logPoolState] | click goto-> (HikariPool.java:411) - HikariPool-2 - Before cleanup stats (total=5, active=0, idle=5, waiting=0)
[DEBUG] <2019-08-22 18:55:21,021> at [com.zaxxer.hikari.pool.HikariPool.logPoolState] | click goto-> (HikariPool.java:411) - HikariPool-2 - After cleanup  stats (total=5, active=0, idle=5, waiting=0)
[DEBUG] <2019-08-22 18:55:22,022> at [org.springframework.web.filter.RequestContextFilter.initContextHolders] | click goto-> (RequestContextFilter.java:114) - Bound request context to thread: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:55:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:55:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@331866e] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:55:22,022> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:55:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@1740534073 wrapping com.mysql.cj.jdbc.ConnectionImpl@75882021] will not be managed by Spring
[DEBUG] <2019-08-22 18:55:22,022> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==>  Preparing: select 'true' as QUERYID, context_id, monitor_port, `name`, code, create_time, modify_time, startup_time, flume_home, process_pid, profile_name, agent_name, server_ip, remark, runState, server_port, flume_config_type from t_flume_config WHERE ( server_ip = ? and runState = ? ) 
[DEBUG] <2019-08-22 18:55:22,022> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - ==> Parameters: 192.168.15.60(String), 1(Integer)
[DEBUG] <2019-08-22 18:55:22,022> at [org.apache.ibatis.logging.jdbc.BaseJdbcLogger.debug] | click goto-> (BaseJdbcLogger.java:159) - <==      Total: 0
[DEBUG] <2019-08-22 18:55:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Closing non transactional SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@331866e]
[DEBUG] <2019-08-22 18:55:22,022> at [org.springframework.jdbc.datasource.DataSourceUtils.doReleaseConnection] | click goto-> (DataSourceUtils.java:340) - Returning JDBC Connection to DataSource
[DEBUG] <2019-08-22 18:55:22,022> at [org.springframework.web.filter.RequestContextFilter.doFilterInternal] | click goto-> (RequestContextFilter.java:104) - Cleared thread-bound request context: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:55:22,022> at [org.springframework.web.filter.RequestContextFilter.initContextHolders] | click goto-> (RequestContextFilter.java:114) - Bound request context to thread: org.apache.catalina.connector.RequestFacade@58c5222
[DEBUG] <2019-08-22 18:55:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - Creating a new SqlSession
[DEBUG] <2019-08-22 18:55:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - SqlSession [org.apache.ibatis.session.defaults.DefaultSqlSession@385912da] was not registered for synchronization because synchronization is not active
[DEBUG] <2019-08-22 18:55:22,022> at [org.springframework.jdbc.datasource.DataSourceUtils.doGetConnection] | click goto-> (DataSourceUtils.java:114) - Fetching JDBC Connection from DataSource
[DEBUG] <2019-08-22 18:55:22,022> at [org.mybatis.logging.Logger.debug] | click goto-> (Logger.java:49) - JDBC Connection [HikariProxyConnection@678040205 wrapping com.mysql.cj.jdbc.ConnectionImpl@75882021] will not be managed by Spring
